MODL,NRET,MTHD,THRC,AVG_FNR,AVG_FPR,STD_FNR,STD_FPR,SE_FNR,SE_FPR,NREP
5taxa,100000,parsimony-strict,0.0,0.02,0.02,0.09797958971132713,0.09797958971132713,0.019595917942265426,0.019595917942265426,25
5taxa,100000,camin-sokal-strict,0.0,0.5,0.5,0.0,0.0,0.0,0.0,25
5taxa,100000,dollo-strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
5taxa,100000,astrid-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
5taxa,100000,astral-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
5taxa,100000,mdc-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
5taxa,100000,mdc-bp-ur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
6taxa,100000,parsimony-strict,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,25
6taxa,100000,camin-sokal-strict,0.0,0.35999972,0.35999972,0.09043124730380313,0.09043124730380313,0.018086249460760626,0.018086249460760626,25
6taxa,100000,dollo-strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
6taxa,100000,astrid-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
6taxa,100000,astral-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
6taxa,100000,mdc-bp,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,25
6taxa,100000,mdc-bp-ur,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,25
26taxa,10,parsimony-strict,0.0,0.7460869200000001,0.04,0.055923329043196295,0.03234985033535704,0.01118466580863926,0.006469970067071408,25
26taxa,10,camin-sokal-strict,0.0,0.7443478,0.04,0.054053197629742505,0.03234985033535704,0.0108106395259485,0.006469970067071408,25
26taxa,10,dollo-strict,0.0,0.7460869200000001,0.04,0.055923329043196295,0.03234985033535704,0.01118466580863926,0.006469970067071408,25
26taxa,10,astrid-bp,0.0,0.6799999200000001,0.6799999200000001,0.0868520306456539,0.0868520306456539,0.01737040612913078,0.01737040612913078,25
26taxa,10,astral-bp,0.0,0.68869556,0.68869556,0.07136776556349794,0.07136776556349794,0.014273553112699589,0.014273553112699589,25
26taxa,10,mdc-bp,0.0,0.7356520799999999,0.7356520799999999,0.06260878222289268,0.06260878222289268,0.012521756444578536,0.012521756444578536,25
26taxa,10,mdc-bp-ur,0.0,0.7460869200000001,0.04173912,0.055923329043196295,0.03581102418788941,0.01118466580863926,0.007162204837577882,25
26taxa,50,parsimony-strict,0.0,0.4104348400000001,0.05913048,0.08527053576267947,0.04743728705069041,0.017054107152535893,0.009487457410138083,25
26taxa,50,camin-sokal-strict,0.0,0.42086960000000007,0.05391308,0.08405597414961058,0.0448144082294255,0.016811194829922115,0.0089628816458851,25
